case_id,radar_site,scan_time_utc,scan_filename,search_window,cluster_id,n_gates,cluster_center_lat_deg,cluster_center_lon_deg,cluster_center_alt_m,cluster_min_distance_to_expected_km,cluster_min_vertical_distance_m,cluster_max_reflectivity_dbz,cluster_mean_reflectivity_dbz,cluster_p95_reflectivity_dbz,cluster_velocity_mean_ms,cluster_spectrum_width_mean_ms,cluster_rhohv_mean,compactness_km,notes
k7uaz_20260322,KEMX,2026-03-22T19:10:53Z,KEMX20260322_191053_V06,normal,20260322_191053_normal_001,16753,32.2658438177253,-110.95623294477195,2547.4235659284905,0.1823435894094233,3.0,24.5,1.1428400883423864,7.0,0.4918254289960816,3.2127127803296407,0.8063276859374923,10.59963486589673,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:10:53Z,KEMX20260322_191053_V06,tight,20260322_191053_tight_001,4194,32.26905067607595,-110.95913076954142,2546.6459227467813,0.1823435894094233,94.0,18.5,1.5165712923223653,7.0,0.5483610961848469,2.991138560687433,0.8190686881855287,5.1547545747634596,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:17:58Z,KEMX20260322_191758_V06,loose,20260322_191758_loose_001,69838,32.25163225950464,-110.94361219411037,2567.391491738022,0.1998888043626246,2.0,30.5,1.4598499384289356,8.5,1.7429223604387525,3.1527705455325146,0.774410865176892,22.924583813338867,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:17:58Z,KEMX20260322_191758_V06,normal,20260322_191758_normal_001,16790,32.26565952725623,-110.9564528441058,2548.475580702799,0.1998888043626246,3.0,26.0,0.8527397260273972,6.5,1.0914749661705008,3.072367529475539,0.8133427851564876,10.747224966041937,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:17:58Z,KEMX20260322_191758_V06,tight,20260322_191758_tight_001,4183,32.26908577624028,-110.9590976236051,2544.730576141525,0.1998888043626246,94.0,21.0,0.986134353334927,6.449999999999818,1.2531891292290627,2.762527839643653,0.8336323336313624,5.1536654652931535,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:17:58Z,KEMX20260322_191758_V06,tight,20260322_191758_tight_002,2,32.229474615028025,-110.95728795187182,4323.0,4.413622005248795,1976.0,-5.5,-5.75,-5.525,,,,0.12508444502540939,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:25:04Z,KEMX20260322_192504_V06,loose,20260322_192504_loose_001,75704,32.24796733768184,-110.88704707664117,2522.030222973687,0.0749589441306195,0.4000000000000909,27.0,0.8975615555320723,8.0,2.429368639894956,3.0759375855461264,0.7613996167905207,22.92666491753312,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:25:04Z,KEMX20260322_192504_V06,normal,20260322_192504_normal_001,17909,32.26528596284607,-110.89984851652017,2495.7682729353955,0.0749589441306195,0.4000000000000909,23.0,0.34183929867664303,6.0,1.6919543084181774,3.061071073558648,0.8065433718389674,10.748166942404366,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:25:04Z,KEMX20260322_192504_V06,normal,20260322_192504_normal_002,2,32.24108547309993,-110.84380547373345,5585.5,6.361768223132267,2852.4,-5.5,-6.25,-5.575,,,,0.12507214862978583,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:25:04Z,KEMX20260322_192504_V06,tight,20260322_192504_tight_001,4481,32.26920374281966,-110.90273713732793,2491.44208881946,0.0749589441306195,0.4000000000000909,21.5,0.6696049988841777,6.0,1.3767056530214425,2.9014634146341463,0.8402604267581535,5.15027419999827,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,loose,20260322_193208_loose_001,77928,32.26081873572297,-110.82867681675856,2517.7739451801663,0.1585244915492278,0.4000000000000909,40.5,0.43159069910686787,8.5,2.900679387489716,3.024606926590885,0.7466163479423473,23.613064776718463,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,normal,20260322_193208_normal_001,18653,32.28089512004398,-110.83886404632817,2495.583391411569,0.1585244915492278,2.599999999999909,31.0,0.48748190639575406,8.0,1.9197394439920903,3.1969026548672566,0.7702888984635524,10.787781929314972,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,normal,20260322_193208_normal_002,2,32.24261349963563,-110.93524335860553,6029.0,9.955114661369436,2814.6,-5.5,-6.0,-5.55,1.5,1.0,0.9566666483879089,0.1250996496273036,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,tight,20260322_193208_tight_001,4609,32.28540915286102,-110.84209092679686,2473.629203731829,0.1585244915492278,2.599999999999909,21.0,0.3207854198307659,5.299999999999727,1.1874122601778194,3.4644028103044495,0.8099162413921223,5.188572359109996,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,tight,20260322_193208_tight_002,5,32.28585815870335,-110.80882240159619,4225.2,2.9835182305307097,982.6,-1.5,-4.5,-2.1000000000000005,-3.3333333333333335,2.6666666666666665,,0.9391161382360013,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,tight,20260322_193208_tight_003,3,32.26903277297733,-110.87435687792983,5050.0,3.2601875681958226,1816.6,-2.0,-4.666666666666667,-2.3000000000000003,,0.0,,0.6956434582624278,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,tight,20260322_193208_tight_004,2,32.288392312917175,-110.83293590240189,5065.5,0.9342751151603832,1853.6,-3.0,-3.75,-3.075,1.75,8.0,,0.1251010491481018,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:39:14Z,KEMX20260322_193914_V06,loose,20260322_193914_loose_001,75533,32.28858147425267,-110.77072406690972,2541.5816530523084,0.0566700172307806,0.4666666666662422,47.0,0.20612844716878714,8.5,3.3294722222222224,2.837752946408717,0.7452048695297765,23.076452627328834,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:39:14Z,KEMX20260322_193914_V06,normal,20260322_193914_normal_001,18355,32.30747240234024,-110.77686027294611,2537.36311631708,0.0566700172307806,0.5333333333337578,47.0,1.420457640969763,9.5,2.082781071968376,3.2158826269212857,0.7125488635548716,10.917055331982986,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:39:14Z,KEMX20260322_193914_V06,tight,20260322_193914_tight_001,4627,32.313638045490734,-110.77947008878664,2520.0858007348174,0.0566700172307806,11.533333333333758,22.0,1.6827317916576616,9.5,1.3734485815602837,3.6586666666666665,0.7453820264310765,5.2003547112769,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:39:14Z,KEMX20260322_193914_V06,tight,20260322_193914_tight_002,2,32.30945925897571,-110.81377080997893,5177.5,3.200687205357148,1431.5333333333338,-1.5,-4.0,-1.7500000000000002,,0.0,1.0516666173934937,0.1251010491473262,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:39:14Z,KEMX20260322_193914_V06,tight,20260322_193914_tight_003,2,32.28258351411421,-110.7574142696827,4842.5,4.063077946380511,1096.5333333333338,-4.5,-5.75,-4.625,,,,0.12510494850008935,DBSCAN cluster
