case_id,radar_site,scan_time_utc,scan_filename,search_window,cluster_id,expected_lat_deg,expected_lon_deg,expected_alt_m,candidate_lat_deg,candidate_lon_deg,candidate_alt_m,horizontal_distance_km,vertical_distance_m,n_gates,max_reflectivity_dbz,mean_reflectivity_dbz,p95_reflectivity_dbz,velocity_mean_ms,spectrum_width_mean_ms,rhohv_mean,distance_score,altitude_score,reflectivity_score,compactness_score,isolation_score,temporal_continuity_score,candidate_score,candidate_rank,candidate_label,notes
k7uaz_20260322,KEMX,2026-03-22T20:14:42Z,KEMX20260322_201442_V06,tight,20260322_201442_tight_010,32.33813333333333,-110.5854,6356.666666666667,32.321961084333665,-110.60776015033576,7080.5,2.765432120224566,723.833333333333,2,-5.5,-6.75,-5.625,,,,0.4469135759550868,0.6380833333333334,0.12857142857142856,0.9499786351275693,0.9873417721518988,1.0,0.6072833093016647,22,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:21:35Z,KEMX20260322_202135_V06,normal,20260322_202135_normal_013,32.33507407407408,-110.55327777777778,6892.037037037037,32.308202518199494,-110.48907446078366,6577.75,6.732360474863433,314.2870370370374,4,-5.0,-5.875,-5.0,,,,0.3267639525136567,0.8952376543209876,0.14285714285714285,0.8452498269542277,0.9620253164556962,1.0,0.6052617060891635,23,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T21:25:04Z,KEMX20260322_212504_V06,loose,20260322_212504_loose_005,32.31,-110.23346666666666,11393.066666666668,32.3729986315147,-110.30831868955738,8694.5,9.9258015389419,2698.5666666666675,2,-3.0,-3.5,-3.05,,,,0.503709923052905,0.4602866666666665,0.2,0.987499514104111,0.9873417721518988,1.0,0.604913397655337,24,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:35:45Z,KEMX20260322_203545_V06,normal,20260322_203545_normal_007,32.32877777777778,-110.48716666666668,7993.888888888889,32.35396746400303,-110.39267830999307,8046.5,9.308227659239813,52.61111111111131,2,-3.5,-4.75,-3.625,,,,0.06917723407601865,0.9824629629629629,0.18571428571428572,0.9749955323823813,0.9873417721518988,1.0,0.6004898098208913,25,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:49:55Z,KEMX20260322_204955_V06,normal,20260322_204955_normal_001,32.32248148148148,-110.42105555555555,9095.74074074074,32.341106420148364,-110.42113869447294,6523.0,2.071016280859371,2572.740740740741,2,-4.5,-4.5,-4.5,,,,0.7928983719140629,0.14241975308641971,0.15714285714285714,0.9749831841634211,0.9873417721518988,1.0,0.6004584863248545,26,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:21:35Z,KEMX20260322_202135_V06,normal,20260322_202135_normal_012,32.33507407407408,-110.55327777777778,6892.037037037037,32.35353103675549,-110.49485550339011,6811.428571428572,5.859535625843064,80.60846560846585,7,-3.0,-5.857142857142857,-3.7500000000000018,,,,0.41404643741569364,0.9731305114638448,0.2,0.6084873331793402,0.9240506329113924,1.0,0.6004107511946779,27,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:21:35Z,KEMX20260322_202135_V06,normal,20260322_202135_normal_008,32.33507407407408,-110.55327777777778,6892.037037037037,32.320233311140434,-110.5271872347283,4323.0,2.9551568963295063,2569.0370370370374,2,-1.5,-4.0,-1.7500000000000002,,0.0,1.0516666173934937,0.7044843103670494,0.1436543209876542,0.24285714285714285,0.9749831109958704,0.9873417721518988,1.0,0.5966603815178962,28,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:32:08Z,KEMX20260322_193208_V06,tight,20260322_193208_tight_004,32.28653333333334,-110.8428,3202.4,32.288392312917175,-110.83293590240189,5065.5,0.9500058328123859,1863.1,2,-3.0,-3.75,-3.075,1.75,8.0,,0.8099988334375228,0.06845000000000004,0.2,0.9499595803407592,0.9873417721518988,1.0,0.5948830251332543,29,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T21:38:52Z,KEMX20260322_213852_V06,normal,20260322_213852_normal_003,32.27,-110.13,11740.0,32.25990310036621,-110.12101820228794,8862.333333333334,1.4048915014089984,2877.666666666666,3,-3.5,-4.5,-3.65,,,,0.8595108498591001,0.04077777777777798,0.18571428571428572,0.9499825978314046,0.9746835443037974,1.0,0.592139833332781,30,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T22:27:18Z,KEMX20260322_222718_V06,loose,20260322_222718_loose_003,32.23,-109.7963,11795.4,32.239937440298405,-109.62818034992378,13636.5,15.8512782062083,1841.1000000000004,2,1.0,0.25,0.925,,,,0.20743608968958496,0.6317799999999999,0.3142857142857143,0.9875016841137514,0.9873417721518988,1.0,0.5910785662181515,31,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T21:59:43Z,KEMX20260322_215943_V06,tight,20260322_215943_tight_003,32.27,-110.02626666666669,11776.566666666668,32.285909813984034,-110.02240530172584,9971.0,1.8059538457030815,1805.5666666666675,2,2.0,-0.25,1.775,,6.5,0.6949999928474426,0.6388092308593837,0.09721666666666624,0.34285714285714286,0.9499892160475387,0.9873417721518988,1.0,0.5881820236449814,32,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T19:53:25Z,KEMX20260322_195325_V06,tight,20260322_195325_tight_004,32.34759259259259,-110.68472222222222,4701.2962962962965,32.32596800007254,-110.65213842431466,5084.0,3.8927174495314256,382.70370370370347,2,-5.5,-5.5,-5.5,1.0,0.75,0.9383333027362823,0.22145651009371486,0.8086481481481482,0.12857142857142856,0.9499728103705752,0.9873417721518988,1.0,0.5874502977818096,33,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:00:31Z,KEMX20260322_200031_V06,tight,20260322_200031_tight_010,32.34443703703704,-110.65158888888888,5253.518518518518,32.33038681667554,-110.67953041896862,6076.5,3.054838005365504,822.9814814814818,2,-5.0,-5.25,-5.025,,,,0.38903239892689917,0.5885092592592591,0.14285714285714285,0.9499789287030843,0.9873417721518988,1.0,0.5865065620802494,34,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:35:45Z,KEMX20260322_203545_V06,tight,20260322_203545_tight_002,32.32877777777778,-110.48716666666668,7993.888888888889,32.32484412918659,-110.4786297118134,6193.5,0.9136480084605566,1800.3888888888887,2,-6.0,-6.25,-6.025,,,,0.8172703983078886,0.09980555555555566,0.11428571428571428,0.9499797075175831,0.9873417721518988,1.0,0.5858343413261359,35,moderate_candidate,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T22:13:30Z,KEMX20260322_221330_V06,normal,20260322_221330_normal_001,32.248,-109.916,11892.0,32.33496677575765,-109.89334509319676,11548.0,9.901973780683711,344.0,1,-2.0,-2.0,-2.0,,,,0.009802621931628864,0.8853333333333333,0.22857142857142856,1.0,1.0,1.0,0.5851335816445433,36,moderate_candidate,single-gate fallback; no multi-gate DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T21:59:43Z,KEMX20260322_215943_V06,normal,20260322_215943_normal_003,32.27,-110.02626666666669,11776.566666666668,32.30098341027142,-109.95053051335812,10749.5,7.909280426033386,1027.0666666666675,2,-1.0,-1.25,-1.025,,,,0.20907195739666137,0.6576444444444441,0.2571428571428571,0.9750102924919437,0.9873417721518988,1.0,0.5835293264039759,37,moderate_candidate,DBSCAN cluster
