timestamp_utc,candidate_id,site,scan_time_utc,candidate_lat,candidate_lon,candidate_alt_m,score,verdict,notes
2026-06-19T15:26:15.883752Z,KEMX_T004,KEMX,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,0.7681,maybe,
2026-06-19T15:33:48.802291Z,KEMX_T004,KEMX,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,0.7681,maybe,
2026-06-19T15:34:38.396718Z,KEMX_T004,KEMX,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,0.7681,maybe,
2026-06-19T15:37:02.809929Z,KEMX_T004,KEMX,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,0.7681,maybe,
2026-06-19T15:41:18.819801Z,KEMX_T004,KEMX,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,0.7681,maybe,
