tracklet_id,tracklet_rank,case_id,radar_site,scan_time_utc,scan_filename,cluster_id,cluster_lat_deg,cluster_lon_deg,cluster_alt_m,n_gates,max_reflectivity_dbz,mean_reflectivity_dbz,p95_reflectivity_dbz,velocity_mean_ms,spectrum_width_mean_ms,rhohv_mean,compactness_km,range_km,azimuth_deg,elevation_deg,expected_alt_m,signed_vertical_m,abs_vertical_distance_m,nearest_grid,distance_to_nearest_grid_center_km,distance_to_track_corridor_km,inside_or_near_grid_corridor,balloon_like_cluster_score,notes
KIWA_T006,6,k7uaz_20260322,KIWA,2026-03-22T19:55:07Z,KIWA20260322_195507_V06,KIWA_20260322_195507_378,32.338281,-110.800838,4550.6,5,17.0,4.1,14.8,2.0,1.5,0.972,0.302,133.43,142.2,1.32,4833.5,-282.9,282.9,DM42oh,11.69,3.23,True,0.7916,DBSCAN cluster discovery candidate
KIWA_T006,6,k7uaz_20260322,KIWA,2026-03-22T20:02:14Z,KIWA20260322_200214_V06,KIWA_20260322_200214_170,32.437712,-110.812751,5336.7,3,5.5,3.33,5.2,-4.17,4.83,1.052,0.25,124.12,139.6,1.85,5387.0,-50.3,50.3,DM42pi,19.02,13.33,True,0.7522,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T19:26:39Z,KIWA20260322_192639_V06,KIWA_20260322_192639_300,32.255364,-110.839702,2843.5,2,1.5,0.5,1.4,,,,0.125,138.75,145.7,0.53,2807.1,36.4,36.4,DM42ng,5.07,3.21,True,0.8174,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T19:33:45Z,KIWA20260322_193345_V06,KIWA_20260322_193345_321,32.256827,-110.856321,2818.0,2,1.0,0.75,1.0,,,0.98,0.125,137.75,146.2,0.53,3328.5,-510.5,510.5,DM42ng,4.81,2.34,True,0.7211,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T19:40:52Z,KIWA20260322_194052_V06,KIWA_20260322_194052_461,32.257,-110.85654,3768.0,2,2.5,1.75,2.4,,,1.013,0.125,137.75,146.3,0.92,3837.7,-69.7,69.7,DM42ng,11.05,2.31,True,0.7866,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T19:48:00Z,KIWA20260322_194800_V06,KIWA_20260322_194800_440,32.299578,-110.859639,4098.2,12,12.0,5.0,11.4,,,0.977,0.916,133.67,145.2,1.12,4280.0,-181.8,181.8,DM42ng,15.14,2.02,True,0.6762,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T19:55:07Z,KIWA20260322_195507_V06,KIWA_20260322_195507_376,32.34509,-110.791223,4548.7,6,13.5,3.5,11.8,2.5,,0.905,0.253,133.38,141.7,1.32,4833.5,-284.8,284.8,DM42oh,10.75,3.42,True,0.7734,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T20:02:14Z,KIWA20260322_200214_V06,KIWA_20260322_200214_169,32.466688,-110.749812,5407.0,3,4.5,3.83,4.5,-1.83,4.33,1.052,0.25,125.62,136.5,1.85,5387.0,20.0,20.0,DM42pi,16.93,13.52,True,0.763,DBSCAN cluster discovery candidate
KIWA_T007,7,k7uaz_20260322,KIWA,2026-03-22T20:16:28Z,KIWA20260322_201628_V06,KIWA_20260322_201628_019,32.566172,-110.739933,6346.5,2,9.5,9.0,9.4,-0.5,1.0,0.998,0.125,118.5,132.6,2.46,6494.1,-147.6,147.6,DM42pi,29.68,24.23,True,0.7179,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T19:26:39Z,KIWA20260322_192639_V06,KIWA_20260322_192639_324,32.19818,-110.93447,2863.0,2,4.5,2.75,4.3,,,1.022,0.125,139.5,150.2,0.53,2807.1,55.9,55.9,DM42mg,8.98,8.0,True,0.8111,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T19:33:45Z,KIWA20260322_193345_V06,KIWA_20260322_193345_338,32.199746,-110.920461,2875.5,2,1.0,-0.25,0.9,,,1.052,0.125,140.0,149.7,0.53,3328.5,-453.0,453.0,DM42mg,13.52,7.82,True,0.689,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T19:40:52Z,KIWA20260322_194052_V06,KIWA_20260322_194052_461,32.257,-110.85654,3768.0,2,2.5,1.75,2.4,,,1.013,0.125,137.75,146.3,0.92,3837.7,-69.7,69.7,DM42ng,11.05,2.31,True,0.7866,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T19:48:00Z,KIWA20260322_194800_V06,KIWA_20260322_194800_519,32.315397,-110.827107,4573.0,4,6.0,3.75,6.0,,,1.007,0.129,134.0,143.7,1.32,4280.0,293.0,293.0,DM42oh,11.66,2.16,True,0.7461,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T19:55:07Z,KIWA20260322_195507_V06,KIWA_20260322_195507_376,32.34509,-110.791223,4548.7,6,13.5,3.5,11.8,2.5,,0.905,0.253,133.38,141.7,1.32,4833.5,-284.8,284.8,DM42oh,10.75,3.42,True,0.7734,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T20:02:14Z,KIWA20260322_200214_V06,KIWA_20260322_200214_169,32.466688,-110.749812,5407.0,3,4.5,3.83,4.5,-1.83,4.33,1.052,0.25,125.62,136.5,1.85,5387.0,20.0,20.0,DM42pi,16.93,13.52,True,0.763,DBSCAN cluster discovery candidate
KIWA_T008,8,k7uaz_20260322,KIWA,2026-03-22T20:16:28Z,KIWA20260322_201628_V06,KIWA_20260322_201628_019,32.566172,-110.739933,6346.5,2,9.5,9.0,9.4,-0.5,1.0,0.998,0.125,118.5,132.6,2.46,6494.1,-147.6,147.6,DM42pi,29.68,24.23,True,0.7179,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T19:26:39Z,KIWA20260322_192639_V06,KIWA_20260322_192639_324,32.19818,-110.93447,2863.0,2,4.5,2.75,4.3,,,1.022,0.125,139.5,150.2,0.53,2807.1,55.9,55.9,DM42mg,8.98,8.0,True,0.8111,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T19:33:45Z,KIWA20260322_193345_V06,KIWA_20260322_193345_338,32.199746,-110.920461,2875.5,2,1.0,-0.25,0.9,,,1.052,0.125,140.0,149.7,0.53,3328.5,-453.0,453.0,DM42mg,13.52,7.82,True,0.689,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T19:40:52Z,KIWA20260322_194052_V06,KIWA_20260322_194052_463,32.25114,-110.867186,3768.0,2,6.0,4.0,5.8,,,1.052,0.125,137.75,146.7,0.92,3837.7,-69.7,69.7,DM42ng,12.24,2.42,True,0.8007,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T19:48:00Z,KIWA20260322_194800_V06,KIWA_20260322_194800_519,32.315397,-110.827107,4573.0,4,6.0,3.75,6.0,,,1.007,0.129,134.0,143.7,1.32,4280.0,293.0,293.0,DM42oh,11.66,2.16,True,0.7461,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T19:55:07Z,KIWA20260322_195507_V06,KIWA_20260322_195507_376,32.34509,-110.791223,4548.7,6,13.5,3.5,11.8,2.5,,0.905,0.253,133.38,141.7,1.32,4833.5,-284.8,284.8,DM42oh,10.75,3.42,True,0.7734,DBSCAN cluster discovery candidate
KIWA_T009,9,k7uaz_20260322,KIWA,2026-03-22T20:02:14Z,KIWA20260322_200214_V06,KIWA_20260322_200214_170,32.437712,-110.812751,5336.7,3,5.5,3.33,5.2,-4.17,4.83,1.052,0.25,124.12,139.6,1.85,5387.0,-50.3,50.3,DM42pi,19.02,13.33,True,0.7522,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T19:26:39Z,KIWA20260322_192639_V06,KIWA_20260322_192639_316,32.2366,-110.901571,2808.7,3,0.5,0.17,0.5,,,,0.25,137.38,148.2,0.53,2807.1,1.6,1.6,DM42ng,3.85,3.72,True,0.8092,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T19:33:45Z,KIWA20260322_193345_V06,KIWA_20260322_193345_328,32.241398,-110.905025,2792.0,2,2.0,0.25,1.8,,,,0.125,136.75,148.2,0.53,3328.5,-536.5,536.5,DM42ng,9.22,3.18,True,0.6995,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T19:40:52Z,KIWA20260322_194052_V06,KIWA_20260322_194052_462,32.278406,-110.887169,3653.8,9,11.5,4.72,11.1,-2.0,,0.871,0.558,134.18,146.7,0.92,3837.7,-183.9,183.9,DM42ng,12.26,0.94,True,0.7329,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T19:48:00Z,KIWA20260322_194800_V06,KIWA_20260322_194800_519,32.315397,-110.827107,4573.0,4,6.0,3.75,6.0,,,1.007,0.129,134.0,143.7,1.32,4280.0,293.0,293.0,DM42oh,11.66,2.16,True,0.7461,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T19:55:07Z,KIWA20260322_195507_V06,KIWA_20260322_195507_378,32.338281,-110.800838,4550.6,5,17.0,4.1,14.8,2.0,1.5,0.972,0.302,133.43,142.2,1.32,4833.5,-282.9,282.9,DM42oh,11.69,3.23,True,0.7916,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T20:02:14Z,KIWA20260322_200214_V06,KIWA_20260322_200214_169,32.466688,-110.749812,5407.0,3,4.5,3.83,4.5,-1.83,4.33,1.052,0.25,125.62,136.5,1.85,5387.0,20.0,20.0,DM42pi,16.93,13.52,True,0.763,DBSCAN cluster discovery candidate
KIWA_T010,10,k7uaz_20260322,KIWA,2026-03-22T20:16:28Z,KIWA20260322_201628_V06,KIWA_20260322_201628_019,32.566172,-110.739933,6346.5,2,9.5,9.0,9.4,-0.5,1.0,0.998,0.125,118.5,132.6,2.46,6494.1,-147.6,147.6,DM42pi,29.68,24.23,True,0.7179,DBSCAN cluster discovery candidate
