point_id,point_type,source_model,model_cycle_time_utc,valid_time_utc,lat_deg,lon_deg,target_alt_m,pressure_level_hpa_lower,pressure_level_hpa_upper,hgt_lower_m,hgt_upper_m,u_wind_ms,v_wind_ms,wind_speed_ms,wind_speed_kmh,wind_from_direction_deg,wind_to_direction_deg,interpolation_method,notes
KEMX_T001_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.330834,-110.634366,5121.0,550.0,525.0,4818.81640625,5161.7001953125,36.13557434082031,-2.3840646743774414,36.21413394398057,130.37088219833007,273.7746506228826,93.77465062288256,interpolated,
KEMX_T001_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.307385,-110.65124,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T001_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.269329,-110.736586,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T001_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.279594,-110.747895,6688.0,425.0,400.0,6685.7080078125,7111.9560546875,42.867515563964844,-2.7887470722198486,42.95813078870614,154.6492708393421,273.72213309935063,93.72213309935061,interpolated,
KEMX_T001_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T002_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.387394,-110.634818,4706.5,575.0,550.0,4488.2568359375,4818.81640625,33.67345428466797,-2.7428176403045654,33.784975537501715,121.62591193500617,274.6566562729359,94.65665627293589,interpolated,
KEMX_T002_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.368503,-110.654438,5439.5,525.0,500.0,5161.7001953125,5518.96435546875,37.66914367675781,-2.2095413208007812,37.73389004845047,135.8420041744217,273.3569253010422,93.35692530104224,interpolated,
KEMX_T002_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.303262,-110.702162,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T002_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.269329,-110.736586,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T002_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.279594,-110.747895,6688.0,425.0,400.0,6685.7080078125,7111.9560546875,42.867515563964844,-2.7887470722198486,42.95813078870614,154.6492708393421,273.72213309935063,93.72213309935061,interpolated,
KEMX_T002_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T003_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.387394,-110.634818,4706.5,575.0,550.0,4488.2568359375,4818.81640625,33.67345428466797,-2.7428176403045654,33.784975537501715,121.62591193500617,274.6566562729359,94.65665627293589,interpolated,
KEMX_T003_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.339373,-110.708662,5233.5,525.0,500.0,5161.7001953125,5518.96435546875,36.70863342285156,-2.311769723892212,36.78135461112871,132.41287660006336,273.60351085042174,93.60351085042176,interpolated,
KEMX_T003_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.30168,-110.728036,5841.5,500.0,475.0,5518.96435546875,5891.71435546875,39.37070083618164,-2.3113269805908203,39.43848775933632,141.97855593361075,273.35979430245465,93.35979430245466,interpolated,
KEMX_T003_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.269329,-110.736586,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T003_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.279594,-110.747895,6688.0,425.0,400.0,6685.7080078125,7111.9560546875,42.867515563964844,-2.7887470722198486,42.95813078870614,154.6492708393421,273.72213309935063,93.72213309935061,interpolated,
KEMX_T003_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T004_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.391056,-110.760378,4810.5,575.0,550.0,4488.2568359375,4818.81640625,34.315147399902344,-2.6626880168914795,34.41829816467284,123.90587339282223,274.43698217350317,94.43698217350318,interpolated,
KEMX_T004_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.339373,-110.708662,5233.5,525.0,500.0,5161.7001953125,5518.96435546875,36.70863342285156,-2.311769723892212,36.78135461112871,132.41287660006336,273.60351085042174,93.60351085042176,interpolated,
KEMX_T004_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.307385,-110.65124,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T004_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.353516,-110.528887,6381.5,450.0,425.0,6279.37109375,6685.7080078125,41.60173416137695,-2.6444084644317627,41.685695164656146,150.06850259276212,273.63710498428,93.63710498427997,interpolated,
KEMX_T004_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.367675,-110.505281,6583.0,450.0,425.0,6279.37109375,6685.7080078125,42.434654235839844,-2.741023540496826,42.52308890667326,153.08312006402375,273.6958284552534,93.69582845525338,interpolated,
KEMX_T004_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.373402,-110.482834,7907.5,375.0,350.0,7558.494140625,8029.47509765625,46.7642936706543,-0.9079959392547607,46.77310786275486,168.3831883059175,271.1123400962465,91.11234009624648,interpolated,
KEMX_T005_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.39856,-110.687353,4795.5,575.0,550.0,4488.2568359375,4818.81640625,34.22259521484375,-2.6742453575134277,34.32692254588559,123.57692116518811,274.46816598875074,94.46816598875075,interpolated,
KEMX_T005_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.354786,-110.69198,5346.0,525.0,500.0,5161.7001953125,5518.96435546875,37.233184814453125,-2.255941152572632,37.3014654123815,134.28527548457342,273.46728556606627,93.46728556606625,interpolated,
KEMX_T005_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.303262,-110.702162,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T005_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.269329,-110.736586,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T005_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.279594,-110.747895,6688.0,425.0,400.0,6685.7080078125,7111.9560546875,42.867515563964844,-2.7887470722198486,42.95813078870614,154.6492708393421,273.72213309935063,93.72213309935061,interpolated,
KEMX_T005_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T006_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.229177,-110.725138,4729.8,575.0,550.0,4488.2568359375,4818.81640625,33.81721496582031,-2.724865674972534,33.92681713617039,122.13654169021342,274.60672868460426,94.60672868460429,interpolated,
KEMX_T006_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.275286,-110.665351,5492.5,525.0,500.0,5161.7001953125,5518.96435546875,37.91626739501953,-2.1832399368286133,37.979071470908615,136.72465729527102,273.29548424312406,93.29548424312408,interpolated,
KEMX_T006_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.307385,-110.65124,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T006_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.341311,-110.634516,6170.0,475.0,450.0,5891.71435546875,6279.37109375,40.72769546508789,-2.5214850902557373,40.80567442105721,146.90042791580598,273.54270706458135,93.54270706458134,interpolated,
KEMX_T006_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.415829,-110.678472,6925.0,425.0,400.0,6685.7080078125,7111.9560546875,43.72665023803711,-2.6312851905822754,43.80574851310965,157.70069464719475,273.4436654587517,93.4436654587517,interpolated,
KEMX_T006_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.441125,-110.738211,7299.0,400.0,375.0,7111.9560546875,7558.494140625,45.00505828857422,-2.178769588470459,45.057766350293114,162.2079588610552,272.77161988788487,92.77161988788488,interpolated,
KEMX_T007_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.387394,-110.634818,4706.5,575.0,550.0,4488.2568359375,4818.81640625,33.67345428466797,-2.7428176403045654,33.784975537501715,121.62591193500617,274.6566562729359,94.65665627293589,interpolated,
KEMX_T007_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.325964,-110.652261,5084.0,550.0,525.0,4818.81640625,5161.7001953125,35.91896057128906,-2.4173953533172607,36.00021567735474,129.60077643847706,273.8502783713313,93.85027837133127,interpolated,
KEMX_T007_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.307385,-110.65124,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T007_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.353516,-110.528887,6381.5,450.0,425.0,6279.37109375,6685.7080078125,41.60173416137695,-2.6444084644317627,41.685695164656146,150.06850259276212,273.63710498428,93.63710498427997,interpolated,
KEMX_T007_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.367675,-110.505281,6583.0,450.0,425.0,6279.37109375,6685.7080078125,42.434654235839844,-2.741023540496826,42.52308890667326,153.08312006402375,273.6958284552534,93.69582845525338,interpolated,
KEMX_T007_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.373402,-110.482834,7907.5,375.0,350.0,7558.494140625,8029.47509765625,46.7642936706543,-0.9079959392547607,46.77310786275486,168.3831883059175,271.1123400962465,91.11234009624648,interpolated,
KEMX_T008_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.387394,-110.634818,4706.5,575.0,550.0,4488.2568359375,4818.81640625,33.67345428466797,-2.7428176403045654,33.784975537501715,121.62591193500617,274.6566562729359,94.65665627293589,interpolated,
KEMX_T008_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.339373,-110.708662,5233.5,525.0,500.0,5161.7001953125,5518.96435546875,36.70863342285156,-2.311769723892212,36.78135461112871,132.41287660006336,273.60351085042174,93.60351085042176,interpolated,
KEMX_T008_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.30168,-110.728036,5841.5,500.0,475.0,5518.96435546875,5891.71435546875,39.37070083618164,-2.3113269805908203,39.43848775933632,141.97855593361075,273.35979430245465,93.35979430245466,interpolated,
KEMX_T008_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.26594,-110.752063,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T008_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.272647,-110.762686,6644.5,450.0,425.0,6279.37109375,6685.7080078125,42.68886947631836,-2.7705113887786865,42.77867822316975,154.0032416034111,273.71329348900053,93.71329348900055,interpolated,
KEMX_T008_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T009_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.378279,-110.644749,4647.5,575.0,550.0,4488.2568359375,4818.81640625,33.30941390991211,-2.788275718688965,33.42591115445138,120.33328015602495,274.7849791008931,94.7849791008931,interpolated,
KEMX_T009_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.368503,-110.654438,5439.5,525.0,500.0,5161.7001953125,5518.96435546875,37.66914367675781,-2.2095413208007812,37.73389004845047,135.8420041744217,273.3569253010422,93.35692530104224,interpolated,
KEMX_T009_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.303262,-110.702162,5818.5,500.0,475.0,5518.96435546875,5891.71435546875,39.275787353515625,-2.3012566566467285,39.343147490234415,141.6353309648439,273.3532547067035,93.35325470670351,interpolated,
KEMX_T009_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.269329,-110.736586,6528.5,450.0,425.0,6279.37109375,6685.7080078125,42.209373474121094,-2.7148919105529785,42.296593800964914,152.26773768347368,273.6801747939126,93.68017479391261,interpolated,
KEMX_T009_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.272647,-110.762686,6644.5,450.0,425.0,6279.37109375,6685.7080078125,42.68886947631836,-2.7705113887786865,42.77867822316975,154.0032416034111,273.71329348900053,93.71329348900055,interpolated,
KEMX_T009_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.331478,-110.783348,7445.7,400.0,375.0,7111.9560546875,7558.494140625,45.47618103027344,-1.921278953552246,45.51674805953919,163.8602930143411,272.4191950244571,92.41919502445712,interpolated,
KEMX_T010_2026-03-22T19:53:25Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:53:25Z,32.387394,-110.634818,4706.5,575.0,550.0,4488.2568359375,4818.81640625,33.67345428466797,-2.7428176403045654,33.784975537501715,121.62591193500617,274.6566562729359,94.65665627293589,interpolated,
KEMX_T010_2026-03-22T20:00:31Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:00:31Z,32.339373,-110.708662,5233.5,525.0,500.0,5161.7001953125,5518.96435546875,36.70863342285156,-2.311769723892212,36.78135461112871,132.41287660006336,273.60351085042174,93.60351085042176,interpolated,
KEMX_T010_2026-03-22T20:07:36Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:07:36Z,32.297154,-110.780349,5912.0,475.0,450.0,5891.71435546875,6279.37109375,39.661739349365234,-2.347029685974121,39.73112276998764,143.03204197195552,273.3865951843102,93.38659518431017,interpolated,
KEMX_T010_2026-03-22T20:14:42Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:14:42Z,32.32971,-110.822839,6358.0,450.0,425.0,6279.37109375,6685.7080078125,41.50459671020508,-2.633140802383423,41.58803888814598,149.71693999732554,273.6301023147379,93.63010231473787,interpolated,
KEMX_T010_2026-03-22T20:21:35Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:21:35Z,32.389223,-110.860937,7067.5,425.0,400.0,6685.7080078125,7111.9560546875,44.24321746826172,-2.536608934402466,44.31587386964167,159.53714593071,273.28136292669643,93.28136292669642,interpolated,
KEMX_T010_2026-03-22T20:28:40Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:28:40Z,32.405865,-110.868798,7231.5,400.0,375.0,7111.9560546875,7558.494140625,44.78828430175781,-2.2972466945648193,44.84715992201484,161.44977571925344,272.9361986105147,92.93619861051468,interpolated,
KIWA_T001_2026-03-22T19:33:45Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:33:45Z,32.256827,-110.856321,2818.0,725.0,700.0,2730.49755859375,3000.01953125,20.714191436767578,-0.7160119414329529,20.726562666764835,74.61562560035341,271.9797120793338,91.97971207933382,interpolated,
KIWA_T001_2026-03-22T19:40:52Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:40:52Z,32.257,-110.85654,3768.0,650.0,625.0,3565.863037109375,3862.73095703125,28.178146362304688,-2.4687306880950928,28.286084275236956,101.82990339085305,275.006986529728,95.006986529728,interpolated,
KIWA_T001_2026-03-22T19:48:00Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:48:00Z,32.315397,-110.827107,4573.0,575.0,550.0,4488.2568359375,4818.81640625,32.849735260009766,-2.8456761837005615,32.97276117638936,118.7019402350017,274.9510054330969,94.9510054330969,interpolated,
KIWA_T001_2026-03-22T19:55:07Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:55:07Z,32.338281,-110.800838,4550.6,575.0,550.0,4488.2568359375,4818.81640625,32.711524963378906,-2.8629348278045654,32.83656896294157,118.21164826658965,275.0018203288855,95.00182032888551,interpolated,
KIWA_T001_2026-03-22T20:02:14Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:02:14Z,32.466688,-110.749812,5407.0,525.0,500.0,5161.7001953125,5518.96435546875,37.517608642578125,-2.2256696224212646,37.58356773279809,135.30084383807312,273.394997762157,93.39499776215703,interpolated,
KIWA_T002_2026-03-22T19:33:45Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:33:45Z,32.199746,-110.920461,2875.5,725.0,700.0,2730.49755859375,3000.01953125,21.229938507080078,-0.9045926332473755,21.249201793162182,76.49712645538386,272.43985670934757,92.43985670934757,interpolated,
KIWA_T002_2026-03-22T19:40:52Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:40:52Z,32.25114,-110.867186,3768.0,650.0,625.0,3565.863037109375,3862.73095703125,28.178146362304688,-2.4687306880950928,28.286084275236956,101.82990339085305,275.006986529728,95.006986529728,interpolated,
KIWA_T002_2026-03-22T19:48:00Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:48:00Z,32.315397,-110.827107,4573.0,575.0,550.0,4488.2568359375,4818.81640625,32.849735260009766,-2.8456761837005615,32.97276117638936,118.7019402350017,274.9510054330969,94.9510054330969,interpolated,
KIWA_T002_2026-03-22T19:55:07Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:55:07Z,32.338281,-110.800838,4550.6,575.0,550.0,4488.2568359375,4818.81640625,32.711524963378906,-2.8629348278045654,32.83656896294157,118.21164826658965,275.0018203288855,95.00182032888551,interpolated,
KIWA_T002_2026-03-22T20:02:14Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:02:14Z,32.466688,-110.749812,5407.0,525.0,500.0,5161.7001953125,5518.96435546875,37.517608642578125,-2.2256696224212646,37.58356773279809,135.30084383807312,273.394997762157,93.39499776215703,interpolated,
KIWA_T003_2026-03-22T19:33:45Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:33:45Z,32.256827,-110.856321,2818.0,725.0,700.0,2730.49755859375,3000.01953125,20.714191436767578,-0.7160119414329529,20.726562666764835,74.61562560035341,271.9797120793338,91.97971207933382,interpolated,
KIWA_T003_2026-03-22T19:40:52Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:40:52Z,32.257,-110.85654,3768.0,650.0,625.0,3565.863037109375,3862.73095703125,28.178146362304688,-2.4687306880950928,28.286084275236956,101.82990339085305,275.006986529728,95.006986529728,interpolated,
KIWA_T003_2026-03-22T19:48:00Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:48:00Z,32.315397,-110.827107,4573.0,575.0,550.0,4488.2568359375,4818.81640625,32.849735260009766,-2.8456761837005615,32.97276117638936,118.7019402350017,274.9510054330969,94.9510054330969,interpolated,
KIWA_T003_2026-03-22T19:55:07Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T19:55:07Z,32.34509,-110.791223,4548.7,575.0,550.0,4488.2568359375,4818.81640625,32.69980239868164,-2.864398717880249,32.82501876507947,118.17006755428609,275.00614980205444,95.00614980205442,interpolated,
KIWA_T003_2026-03-22T20:02:14Z,candidate,hrrr,2026-03-22 20:00,2026-03-22T20:02:14Z,32.437712,-110.812751,5336.7,525.0,500.0,5161.7001953125,5518.96435546875,37.189823150634766,-2.260556221008301,37.25846293667828,134.1304665720418,273.4784023810446,93.47840238104459,interpolated,
