case_id,radar_site,scan_time_utc,original_candidate_rank,altitude_priority_rank,candidate_lat_deg,candidate_lon_deg,candidate_alt_m,expected_grid_center_lat_deg,expected_grid_center_lon_deg,expected_alt_m,signed_vertical_m,abs_vertical_distance_m,horizontal_distance_km,candidate_score,altitude_consistency_score,altitude_consistency_label,n_gates,max_reflectivity_dbz,segment_speed_kmh,segment_bearing_deg,path_step_score,path_selected_reason,notes
k7uaz_20260322,KEMX,2026-03-22T20:00:31Z,3,7,32.3308337171867,-110.63436623860466,5121.0,32.34443703703704,-110.65158888888888,5253.518518518518,-132.51851851851825,132.51851851851825,2.214986439819459,0.7148006447063262,1.0,excellent_altitude_match,2,-1.5,0.0,0.0,0.8136412030776031,excellent altitude match; near grid center; compact return,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:07:36Z,7,13,32.33048465106528,-110.61633774245374,5686.6,32.34128888888889,-110.61853333333332,5804.444444444444,-117.84444444444398,117.84444444444398,1.2189588058224572,0.6736973332052801,1.0,excellent_altitude_match,5,-6.5,14.352147505468107,91.30783407243632,0.8341740473184629,excellent altitude match; near grid center,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:14:42Z,6,4,32.35351621894327,-110.52888685576168,6381.5,32.33813333333333,-110.5854,6356.666666666667,24.83333333333303,24.83333333333303,5.577677796751033,0.6741204674268555,1.0,excellent_altitude_match,2,-6.5,72.72266264877074,72.66313127693934,0.8654865102073308,excellent altitude match; compact return,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:21:35Z,27,14,32.35353103675549,-110.49485550339011,6811.428571428572,32.33507407407408,-110.55327777777778,6892.037037037037,-80.60846560846585,80.60846560846585,5.859535625843064,0.6004107511946779,1.0,excellent_altitude_match,7,-3.0,27.86453533520609,89.9613621959532,0.8257081850374226,excellent altitude match,DBSCAN cluster
k7uaz_20260322,KEMX,2026-03-22T20:28:40Z,15,37,32.37340240396753,-110.48283415321156,7907.5,32.33192592592593,-110.52022222222222,7442.962962962963,464.5370370370374,464.5370370370374,5.796952740583048,0.6483298751743781,0.8,strong_altitude_match,2,-5.0,21.018585333238324,27.063353630463382,0.7969590337637664,strong altitude match; compact return,DBSCAN cluster
